player_id,crg_score,action
P002051,0.0,ALLOW
P001341,15.0,ALLOW
P003263,0.0,ALLOW
P007909,15.0,ALLOW
P008775,20.0,ALLOW
P002864,0.0,ALLOW
P004441,55.0,DOWNGRADE
P001270,0.0,ALLOW
P005366,15.0,ALLOW
P003143,40.0,DOWNGRADE
P008661,0.0,ALLOW
P004581,22.5,ALLOW
P005351,40.0,DOWNGRADE
P009444,55.0,DOWNGRADE
P002109,15.0,ALLOW
P002035,15.0,ALLOW
P009931,0.0,ALLOW
P009960,0.0,ALLOW
P003617,0.0,ALLOW
P003352,0.0,ALLOW
P006406,30.0,ALLOW
P004726,55.0,DOWNGRADE
P007050,55.0,DOWNGRADE
P003239,55.0,DOWNGRADE
P005929,62.5,BLOCK
P008552,40.0,DOWNGRADE
P002903,22.5,ALLOW
P009092,62.5,BLOCK
P005325,20.0,ALLOW
P008028,0.0,ALLOW
P002140,0.0,ALLOW
P002669,15.0,ALLOW
P001434,40.0,DOWNGRADE
P002896,15.0,ALLOW
P008171,0.0,ALLOW
P006086,40.0,DOWNGRADE
P007334,62.5,BLOCK
P007754,0.0,ALLOW
P005257,55.0,DOWNGRADE
P005164,62.5,BLOCK
P009568,15.0,ALLOW
P002742,40.0,DOWNGRADE
P000038,0.0,ALLOW
P000365,40.0,DOWNGRADE
P005834,47.5,DOWNGRADE
P006690,0.0,ALLOW
P000116,55.0,DOWNGRADE
P000751,62.5,BLOCK
P008584,0.0,ALLOW
P004161,15.0,ALLOW
P003605,0.0,ALLOW
P009029,47.5,DOWNGRADE
P004156,0.0,ALLOW
P008730,0.0,ALLOW
P001468,15.0,ALLOW
P008730,0.0,ALLOW
P008765,40.0,DOWNGRADE
P005715,0.0,ALLOW
P009308,0.0,ALLOW
P004888,0.0,ALLOW
P000443,0.0,ALLOW
P002555,55.0,DOWNGRADE
P009888,0.0,ALLOW
P004301,15.0,ALLOW
P000635,0.0,ALLOW
P005198,0.0,ALLOW
P000585,40.0,DOWNGRADE
P004707,15.0,ALLOW
P007399,15.0,ALLOW
P001304,15.0,ALLOW
P008224,15.0,ALLOW
P008960,47.5,DOWNGRADE
P007917,55.0,DOWNGRADE
P008060,0.0,ALLOW
P003563,15.0,ALLOW
P004991,0.0,ALLOW
P006246,55.0,DOWNGRADE
P009262,40.0,DOWNGRADE
P000593,55.0,DOWNGRADE
P007586,47.5,DOWNGRADE
P007603,0.0,ALLOW
P006959,47.5,DOWNGRADE
P006588,55.0,DOWNGRADE
P001256,0.0,ALLOW
P001781,0.0,ALLOW
P000200,0.0,ALLOW
P008913,15.0,ALLOW
P007790,0.0,ALLOW
P007052,22.5,ALLOW
P001428,0.0,ALLOW
P003670,0.0,ALLOW
P007334,62.5,BLOCK
P009257,0.0,ALLOW
P003889,40.0,DOWNGRADE
P003012,0.0,ALLOW
P002407,15.0,ALLOW
P009291,0.0,ALLOW
P006604,0.0,ALLOW
P003748,15.0,ALLOW
P005628,0.0,ALLOW
P004252,0.0,ALLOW
P005670,55.0,DOWNGRADE
P005968,0.0,ALLOW
P005117,40.0,DOWNGRADE
P006899,55.0,DOWNGRADE
P007790,0.0,ALLOW
P008888,0.0,ALLOW
P007645,0.0,ALLOW
P006116,55.0,DOWNGRADE
P000153,15.0,ALLOW
P006910,55.0,DOWNGRADE
P005362,40.0,DOWNGRADE
P007362,0.0,ALLOW
P009383,62.5,BLOCK
P003239,55.0,DOWNGRADE
P004318,15.0,ALLOW
P003341,0.0,ALLOW
P005635,40.0,DOWNGRADE
P006522,40.0,DOWNGRADE
P003910,0.0,ALLOW
P004772,15.0,ALLOW
P007119,55.0,DOWNGRADE
P004915,55.0,DOWNGRADE
P001199,55.0,DOWNGRADE
P004365,55.0,DOWNGRADE
P008140,0.0,ALLOW
P008774,55.0,DOWNGRADE
P007695,40.0,DOWNGRADE
P002568,22.5,ALLOW
P002939,0.0,ALLOW
P008491,47.5,DOWNGRADE
P000898,15.0,ALLOW
P008432,15.0,ALLOW
P004249,0.0,ALLOW
P008965,40.0,DOWNGRADE
P005996,0.0,ALLOW
P005308,0.0,ALLOW
P007079,15.0,ALLOW
P007877,7.5,ALLOW
P002574,40.0,DOWNGRADE
P008902,62.5,BLOCK
P005968,0.0,ALLOW
P003504,55.0,DOWNGRADE
P009265,0.0,ALLOW
P003760,15.0,ALLOW
P007217,0.0,ALLOW
P007356,0.0,ALLOW
P000079,0.0,ALLOW
P001782,40.0,DOWNGRADE
P008651,0.0,ALLOW
P000018,0.0,ALLOW
P000849,40.0,DOWNGRADE
P001162,0.0,ALLOW
P003811,40.0,DOWNGRADE
P003082,0.0,ALLOW
P006149,55.0,DOWNGRADE
P003884,0.0,ALLOW
P004940,0.0,ALLOW
P009001,0.0,ALLOW
P003118,0.0,ALLOW
P003994,55.0,DOWNGRADE
P004764,7.5,ALLOW
P002034,0.0,ALLOW
P009053,55.0,DOWNGRADE
P008407,7.5,ALLOW
P004168,0.0,ALLOW
P001072,0.0,ALLOW
P002716,55.0,DOWNGRADE
P005824,62.5,BLOCK
P005753,55.0,DOWNGRADE
P002654,55.0,DOWNGRADE
P000978,55.0,DOWNGRADE
P002913,15.0,ALLOW
P000397,40.0,DOWNGRADE
P000231,0.0,ALLOW
P006377,0.0,ALLOW
P001730,47.5,DOWNGRADE
P008698,40.0,DOWNGRADE
P001998,22.5,ALLOW
P003738,40.0,DOWNGRADE
P008275,0.0,ALLOW
P006109,0.0,ALLOW
P004252,0.0,ALLOW
P000898,15.0,ALLOW
P003124,40.0,DOWNGRADE
P005607,0.0,ALLOW
P003127,0.0,ALLOW
P007844,15.0,ALLOW
P007715,0.0,ALLOW
P008869,0.0,ALLOW
P001614,47.5,DOWNGRADE
P004326,62.5,BLOCK
P003216,0.0,ALLOW
P004632,0.0,ALLOW
P004075,55.0,DOWNGRADE
P009308,0.0,ALLOW
P005164,62.5,BLOCK
P006810,40.0,DOWNGRADE
P007580,0.0,ALLOW
P006196,0.0,ALLOW
P000264,0.0,ALLOW
P001497,15.0,ALLOW
P003782,15.0,ALLOW
P001182,22.5,ALLOW
P009884,0.0,ALLOW
P008683,47.5,DOWNGRADE
P006234,0.0,ALLOW
P007239,62.5,BLOCK
P000535,0.0,ALLOW
P002258,55.0,DOWNGRADE
P007720,0.0,ALLOW
P008630,40.0,DOWNGRADE
P007984,0.0,ALLOW
P001997,15.0,ALLOW
P005529,0.0,ALLOW
P009983,0.0,ALLOW
P004603,55.0,DOWNGRADE
P004336,0.0,ALLOW
P000654,40.0,DOWNGRADE
P002564,0.0,ALLOW
P009485,0.0,ALLOW
P009781,47.5,DOWNGRADE
P008479,15.0,ALLOW
P006472,0.0,ALLOW
P009598,62.5,BLOCK
P003563,15.0,ALLOW
P007396,40.0,DOWNGRADE
P001238,55.0,DOWNGRADE
P007603,0.0,ALLOW
P001997,15.0,ALLOW
P008678,55.0,DOWNGRADE
P001409,0.0,ALLOW
P009946,0.0,ALLOW
P006876,40.0,DOWNGRADE
P003666,0.0,ALLOW
P001969,7.5,ALLOW
P005579,22.5,ALLOW
P004088,0.0,ALLOW
P009560,40.0,DOWNGRADE
P002555,55.0,DOWNGRADE
P008117,40.0,DOWNGRADE
P006539,55.0,DOWNGRADE
P000856,0.0,ALLOW
P009761,40.0,DOWNGRADE
P001416,0.0,ALLOW
P009370,55.0,DOWNGRADE
P000943,40.0,DOWNGRADE
P002182,55.0,DOWNGRADE
P003268,55.0,DOWNGRADE
P006329,55.0,DOWNGRADE
P008869,0.0,ALLOW
P002632,0.0,ALLOW
P005575,0.0,ALLOW
P005679,0.0,ALLOW
P002884,0.0,ALLOW
P000001,40.0,DOWNGRADE
P008876,15.0,ALLOW
P001341,15.0,ALLOW
P001472,55.0,DOWNGRADE
P007238,47.5,DOWNGRADE
P009936,0.0,ALLOW
P008470,55.0,DOWNGRADE
P003990,62.5,BLOCK
P004448,40.0,DOWNGRADE
P002381,0.0,ALLOW
P004578,55.0,DOWNGRADE
P005436,70.0,BLOCK
P000857,47.5,DOWNGRADE
P004448,40.0,DOWNGRADE
P003287,55.0,DOWNGRADE
P009501,40.0,DOWNGRADE
P008275,0.0,ALLOW
P001055,15.0,ALLOW
P005152,0.0,ALLOW
P005397,15.0,ALLOW
P008822,0.0,ALLOW
P002158,0.0,ALLOW
P009186,7.5,ALLOW
P002736,0.0,ALLOW
P007207,55.0,DOWNGRADE
P006671,7.5,ALLOW
P007944,55.0,DOWNGRADE
P009995,0.0,ALLOW
P001936,55.0,DOWNGRADE
P001865,15.0,ALLOW
P008678,55.0,DOWNGRADE
P009491,15.0,ALLOW
P009513,40.0,DOWNGRADE
P008098,0.0,ALLOW
P003308,0.0,ALLOW
P006884,0.0,ALLOW
P008725,47.5,DOWNGRADE
P007409,0.0,ALLOW
P002414,0.0,ALLOW
P000365,40.0,DOWNGRADE
P008661,0.0,ALLOW
P000905,0.0,ALLOW
P002038,40.0,DOWNGRADE
P005888,55.0,DOWNGRADE
P005228,0.0,ALLOW
P001136,40.0,DOWNGRADE
P001547,0.0,ALLOW
P008232,15.0,ALLOW
P008048,70.0,BLOCK
P004603,55.0,DOWNGRADE
P001360,55.0,DOWNGRADE
P000204,55.0,DOWNGRADE
P008224,15.0,ALLOW
P006702,0.0,ALLOW
P008051,0.0,ALLOW
P005996,0.0,ALLOW
P006128,62.5,BLOCK
P001618,55.0,DOWNGRADE
P003124,40.0,DOWNGRADE
P008004,40.0,DOWNGRADE
P001175,62.5,BLOCK
P005983,22.5,ALLOW
P003434,15.0,ALLOW
P008161,0.0,ALLOW
P007273,15.0,ALLOW
P008086,0.0,ALLOW
P000618,40.0,DOWNGRADE
P006762,62.5,BLOCK
P007842,15.0,ALLOW
P009888,0.0,ALLOW
P000258,0.0,ALLOW
P000392,0.0,ALLOW
P006736,0.0,ALLOW
P007853,15.0,ALLOW
P000320,15.0,ALLOW
P002967,55.0,DOWNGRADE
P009392,0.0,ALLOW
P003836,40.0,DOWNGRADE
P006315,40.0,DOWNGRADE
P002140,0.0,ALLOW
P000697,47.5,DOWNGRADE
P007082,0.0,ALLOW
P008400,0.0,ALLOW
P000362,55.0,DOWNGRADE
P003374,55.0,DOWNGRADE
P006883,15.0,ALLOW
P006158,0.0,ALLOW
P003398,22.5,ALLOW
P002267,0.0,ALLOW
P005257,55.0,DOWNGRADE
P007657,55.0,DOWNGRADE
P000871,55.0,DOWNGRADE
P007877,7.5,ALLOW
P003971,0.0,ALLOW
P001998,22.5,ALLOW
P003186,62.5,BLOCK
P001247,0.0,ALLOW
P000487,0.0,ALLOW
P007155,0.0,ALLOW
P007156,15.0,ALLOW
P009617,40.0,DOWNGRADE
P001936,55.0,DOWNGRADE
P006047,55.0,DOWNGRADE
P000838,0.0,ALLOW
P008390,15.0,ALLOW
P006810,40.0,DOWNGRADE
P000165,40.0,DOWNGRADE
P003782,15.0,ALLOW
P000568,15.0,ALLOW
P003268,55.0,DOWNGRADE
P000958,55.0,DOWNGRADE
P000144,0.0,ALLOW
P000590,55.0,DOWNGRADE
P003556,0.0,ALLOW
P006406,30.0,ALLOW
P002158,0.0,ALLOW
P009723,15.0,ALLOW
P001138,55.0,DOWNGRADE
P001428,0.0,ALLOW
P003170,15.0,ALLOW
P000531,55.0,DOWNGRADE
P008796,0.0,ALLOW
P009714,40.0,DOWNGRADE
P009423,15.0,ALLOW
P005694,7.5,ALLOW
P008095,0.0,ALLOW
P007178,55.0,DOWNGRADE
P004156,0.0,ALLOW
P003629,0.0,ALLOW
P006543,15.0,ALLOW
P006400,40.0,DOWNGRADE
P006973,22.5,ALLOW
P000526,0.0,ALLOW
P009063,15.0,ALLOW
P004632,0.0,ALLOW
P006740,0.0,ALLOW
P008091,55.0,DOWNGRADE
P006778,55.0,DOWNGRADE
P004403,0.0,ALLOW
P005450,55.0,DOWNGRADE
P000200,0.0,ALLOW
P008880,0.0,ALLOW
P009447,15.0,ALLOW
P005738,47.5,DOWNGRADE
P001314,55.0,DOWNGRADE
P003990,62.5,BLOCK
P000264,0.0,ALLOW
P000231,0.0,ALLOW
P001271,22.5,ALLOW
P007721,22.5,ALLOW
P004793,0.0,ALLOW
P003143,40.0,DOWNGRADE
P001426,7.5,ALLOW
P006176,55.0,DOWNGRADE
P005031,62.5,BLOCK
P007076,0.0,ALLOW
P006168,7.5,ALLOW
P008895,0.0,ALLOW
P003374,55.0,DOWNGRADE
P009474,55.0,DOWNGRADE
P006883,15.0,ALLOW
P004992,22.5,ALLOW
P009099,0.0,ALLOW
P005736,0.0,ALLOW
P000905,0.0,ALLOW
P006179,47.5,DOWNGRADE
P004446,0.0,ALLOW
P003849,40.0,DOWNGRADE
P003427,7.5,ALLOW
P007673,0.0,ALLOW
P004971,0.0,ALLOW
P003831,0.0,ALLOW
P009630,0.0,ALLOW
P006860,22.5,ALLOW
P004600,40.0,DOWNGRADE
P000161,40.0,DOWNGRADE
P001123,55.0,DOWNGRADE
P006047,55.0,DOWNGRADE
P005238,55.0,DOWNGRADE
P009265,0.0,ALLOW
P001040,55.0,DOWNGRADE
P005238,55.0,DOWNGRADE
P001951,0.0,ALLOW
P007102,0.0,ALLOW
P005579,22.5,ALLOW
P003144,0.0,ALLOW
P005397,15.0,ALLOW
P003502,55.0,DOWNGRADE
P001466,0.0,ALLOW
P006810,40.0,DOWNGRADE
P005336,0.0,ALLOW
P009496,55.0,DOWNGRADE
P008491,47.5,DOWNGRADE
P009836,7.5,ALLOW
P001368,0.0,ALLOW
P003957,15.0,ALLOW
P003674,0.0,ALLOW
P009275,40.0,DOWNGRADE
P005751,15.0,ALLOW
P008075,55.0,DOWNGRADE
P007542,55.0,DOWNGRADE
P007695,40.0,DOWNGRADE
P008049,55.0,DOWNGRADE
P003497,0.0,ALLOW
P001585,0.0,ALLOW
P009971,55.0,DOWNGRADE
P008775,20.0,ALLOW
P007984,0.0,ALLOW
P000604,15.0,ALLOW
P002842,0.0,ALLOW
P004772,15.0,ALLOW
P005430,40.0,DOWNGRADE
P007080,62.5,BLOCK
P008174,40.0,DOWNGRADE
P005694,7.5,ALLOW
P000570,15.0,ALLOW
P000766,0.0,ALLOW
P005006,15.0,ALLOW
P001862,0.0,ALLOW
P009948,40.0,DOWNGRADE
P008314,55.0,DOWNGRADE
P008050,0.0,ALLOW
P003887,0.0,ALLOW
P003012,0.0,ALLOW
P008913,15.0,ALLOW
P006279,0.0,ALLOW
P004631,15.0,ALLOW
P005600,55.0,DOWNGRADE
P000510,47.5,DOWNGRADE
P000730,55.0,DOWNGRADE
P009595,0.0,ALLOW
P008370,55.0,DOWNGRADE
P002653,42.5,DOWNGRADE
P004901,55.0,DOWNGRADE
P009366,40.0,DOWNGRADE
P003107,55.0,DOWNGRADE
P008307,0.0,ALLOW
P008546,0.0,ALLOW
P003244,47.5,DOWNGRADE
P001891,7.5,ALLOW
P006083,0.0,ALLOW
P001266,47.5,DOWNGRADE
P003311,55.0,DOWNGRADE
P009683,47.5,DOWNGRADE
P007843,0.0,ALLOW
P009057,0.0,ALLOW
P002976,0.0,ALLOW
P007031,0.0,ALLOW
P001205,0.0,ALLOW
P009966,62.5,BLOCK
P009600,55.0,DOWNGRADE
P009274,40.0,DOWNGRADE
P003189,7.5,ALLOW
P002280,22.5,ALLOW
P009277,0.0,ALLOW
P001792,0.0,ALLOW
P000905,0.0,ALLOW
P003150,0.0,ALLOW
P003469,55.0,DOWNGRADE
P001729,40.0,DOWNGRADE
P006857,0.0,ALLOW
P002784,0.0,ALLOW
P002855,0.0,ALLOW
P000592,7.5,ALLOW
P001325,15.0,ALLOW
P008721,47.5,DOWNGRADE
P009924,55.0,DOWNGRADE
P000388,0.0,ALLOW
P003360,15.0,ALLOW
P004331,0.0,ALLOW
P004651,15.0,ALLOW
P009872,0.0,ALLOW
P009744,55.0,DOWNGRADE
P004133,55.0,DOWNGRADE
P003831,0.0,ALLOW
P004175,0.0,ALLOW
P006920,15.0,ALLOW
P007248,62.5,BLOCK
P001888,55.0,DOWNGRADE
P006400,40.0,DOWNGRADE
P005575,0.0,ALLOW
P008319,55.0,DOWNGRADE
P001426,7.5,ALLOW
P002394,0.0,ALLOW
P005560,15.0,ALLOW
P001256,0.0,ALLOW
P005867,0.0,ALLOW
P008947,55.0,DOWNGRADE
P003244,47.5,DOWNGRADE
P001366,40.0,DOWNGRADE
P009349,22.5,ALLOW
P005581,0.0,ALLOW
P004441,55.0,DOWNGRADE
P005257,55.0,DOWNGRADE
P006116,55.0,DOWNGRADE
P000958,55.0,DOWNGRADE
P007017,0.0,ALLOW
P008867,22.5,ALLOW
P003896,55.0,DOWNGRADE
P000504,55.0,DOWNGRADE
P003087,0.0,ALLOW
P004411,55.0,DOWNGRADE
P001525,15.0,ALLOW
