player_id,promo_type,promo_timestamp,engaged
P005346,Mission,2023-01-27 23:03:27.488928318,0
P005854,Cashback,2023-04-23 11:58:36.192636251,0
P001525,Mission,2023-08-18 23:15:02.266154051,0
P008820,ReloadBonus,2023-04-19 03:35:02.399559975,0
P004873,ReAcquisition,2023-04-29 13:45:35.738868475,0
P008550,Mission,2023-05-13 20:31:12.941609383,0
P006855,Mission,2023-12-22 12:16:57.750815868,0
P009994,AccaInsurance,2023-06-21 12:27:13.407021284,0
P008953,Activation,2023-03-20 22:06:22.055788517,0
P004426,ReloadBonus,2023-09-21 14:46:38.239372730,0
P005546,AccaInsurance,2023-03-20 08:38:29.172727585,0
P006887,ReloadBonus,2023-07-08 01:24:05.628692150,0
P002140,Mission,2023-01-30 03:42:54.811139107,1
P001207,DepositAndGet,2023-02-01 14:14:30.427103758,0
P004303,Mission,2023-04-06 12:31:57.073366165,0
P003953,Mission,2023-02-10 15:00:38.054738522,0
P004848,Cashback,2023-08-28 09:15:56.980026007,0
P005846,Activation,2023-10-28 16:40:58.617270947,0
P003591,ReloadBonus,2023-10-31 01:34:33.571894407,0
P001688,DepositAndGet,2023-02-02 12:39:01.149019718,0
P005648,Activation,2023-07-17 10:12:37.167073488,0
P000935,ReAcquisition,2023-04-29 13:29:22.639643908,0
P009151,DepositAndGet,2023-07-28 20:35:50.977354288,0
P001053,DepositAndGet,2023-04-19 22:00:27.352785349,1
P008319,ReloadBonus,2023-01-07 23:01:35.714348078,0
P009651,DepositAndGet,2023-08-21 03:13:07.291829348,0
P004495,ReAcquisition,2023-02-21 12:35:19.972245216,0
P007618,ReloadBonus,2023-10-09 01:50:57.604569674,0
P004202,Cashback,2023-04-14 23:45:57.643016577,1
P001185,Cashback,2023-05-20 10:14:57.854423523,0
P002359,AccaInsurance,2023-06-16 00:02:53.904937029,0
P005197,AccaInsurance,2023-08-09 05:18:49.935497522,0
P001124,ReAcquisition,2023-05-04 21:46:53.644666433,0
P003822,Mission,2023-08-22 03:04:43.630933285,0
P001669,Cashback,2023-02-27 21:28:53.836689949,0
P001963,DepositAndGet,2023-01-01 12:49:17.809052944,0
P001650,ReloadBonus,2023-08-15 22:48:03.702670336,0
P000325,ReAcquisition,2023-11-27 18:31:11.707020283,0
P005084,ReAcquisition,2023-05-29 10:44:09.140140533,0
P006242,Cashback,2023-12-15 19:46:57.002829790,0
P004324,ReAcquisition,2023-04-12 03:20:36.825071812,1
P008566,Mission,2023-02-11 16:17:45.117731094,0
P007242,ReAcquisition,2023-08-09 20:58:49.349884272,0
P005887,Mission,2023-06-21 09:59:22.869940996,0
P004596,Activation,2023-01-06 02:36:22.792663097,0
P005942,AccaInsurance,2023-08-09 04:58:52.082918167,0
P001396,Cashback,2023-09-01 12:12:01.706562757,0
P001162,ReAcquisition,2023-02-05 16:01:37.512161015,0
P007169,ReAcquisition,2023-06-30 17:28:34.432260513,0
P005780,Cashback,2023-03-27 18:30:32.812185287,0
P007183,ReloadBonus,2023-05-02 11:24:09.723960638,0
P006074,ReloadBonus,2023-07-12 23:25:23.857845068,0
P002400,DepositAndGet,2023-05-13 21:39:58.111700773,0
P002260,Mission,2023-12-26 23:21:28.247818708,0
P004862,Mission,2023-02-03 17:59:58.221314430,0
P001829,Mission,2023-01-19 01:40:48.160986423,0
P008607,Mission,2023-06-01 14:02:28.609464884,0
P006046,ReAcquisition,2023-07-20 08:08:58.687789679,0
P008377,ReAcquisition,2023-09-13 19:14:10.856832266,0
P005908,ReAcquisition,2023-05-19 18:19:00.913452148,0
P005723,DepositAndGet,2023-11-30 17:18:14.591546059,0
P009104,Cashback,2023-01-12 19:08:02.730663538,0
P003097,ReloadBonus,2023-03-07 00:47:19.360089302,0
P009794,DepositAndGet,2023-07-01 04:58:14.742516756,0
P000502,Mission,2023-05-02 14:05:55.212743282,0
P005091,ReloadBonus,2023-04-24 04:26:45.008925676,0
P009937,ReloadBonus,2023-06-03 16:11:28.525101185,0
P009535,Activation,2023-05-21 05:14:32.338542938,0
P007487,ReloadBonus,2023-05-11 03:18:45.715457678,0
P008083,ReloadBonus,2023-04-05 04:52:21.551322460,0
P003432,AccaInsurance,2023-09-21 03:18:11.564057589,0
P002449,DepositAndGet,2023-04-13 22:11:35.398607254,0
P002158,DepositAndGet,2023-06-16 04:01:17.512650967,0
P003320,ReAcquisition,2023-07-17 17:23:38.278110266,0
P006447,ReAcquisition,2023-01-16 06:35:02.496327877,0
P009749,Mission,2023-02-07 16:02:25.119593143,0
P007051,Mission,2023-10-31 01:18:13.887443304,0
P001868,Cashback,2023-07-20 17:51:09.155095816,0
P007128,ReloadBonus,2023-06-01 22:40:12.287610531,0
P008661,Activation,2023-12-27 13:28:20.233052731,0
P000859,AccaInsurance,2023-08-22 10:01:58.385202408,0
P005174,DepositAndGet,2023-12-10 16:41:27.419977188,1
P007940,DepositAndGet,2023-04-15 07:57:53.726547480,1
P005530,ReloadBonus,2023-04-21 05:32:48.671018839,0
P009472,Activation,2023-10-04 07:34:11.618187666,0
P008565,Mission,2023-08-05 11:40:15.133592129,0
P004042,AccaInsurance,2023-05-11 23:14:18.052126884,0
P008065,DepositAndGet,2023-03-30 06:29:37.778896093,0
P009596,DepositAndGet,2023-09-02 05:09:15.170220375,0
P003590,Activation,2023-12-25 15:25:49.736886740,0
P004633,Activation,2023-03-21 07:31:20.616827726,0
P003815,DepositAndGet,2023-09-08 16:25:09.081934690,0
P001937,Cashback,2023-03-12 08:58:46.723474979,1
P003663,Cashback,2023-05-13 17:22:17.433896542,0
P008370,ReloadBonus,2023-06-05 21:50:35.080713511,0
P003787,Cashback,2023-08-08 17:46:06.602470875,0
P008877,ReAcquisition,2023-09-03 13:46:32.377598763,0
P002642,Activation,2023-06-02 09:41:34.234014511,0
P004618,ReAcquisition,2023-08-01 10:34:31.202727556,0
P000105,Mission,2023-11-05 12:51:45.084737539,0
P008944,AccaInsurance,2023-04-25 13:29:04.384633064,0
P003074,AccaInsurance,2023-02-10 23:03:07.939014435,1
P009909,AccaInsurance,2023-02-02 09:10:08.013740540,0
P004895,AccaInsurance,2023-05-04 14:01:50.026107550,0
P003080,Mission,2023-06-30 23:51:32.819058657,1
P009981,Cashback,2023-12-05 19:48:28.408116817,0
P008836,Mission,2023-02-28 07:12:21.599835634,0
P006422,Cashback,2023-11-09 06:50:21.340755939,1
P007602,Mission,2023-05-17 16:19:27.359361649,0
P008898,DepositAndGet,2023-05-03 15:01:51.652734756,0
P000951,Cashback,2023-02-01 15:07:22.448104143,0
P006547,Mission,2023-10-02 11:45:24.228847265,0
P006934,AccaInsurance,2023-03-21 05:21:01.736105919,0
P001597,ReloadBonus,2023-05-24 05:43:04.905361891,0
P005263,AccaInsurance,2023-01-12 02:41:13.681532145,0
P006425,ReAcquisition,2023-07-26 18:59:48.536370039,0
P001023,ReAcquisition,2023-03-11 12:54:49.216109991,0
P006503,Activation,2023-12-12 13:02:12.456931829,0
P007689,DepositAndGet,2023-05-13 23:34:53.462973833,0
P000200,ReloadBonus,2023-05-08 14:18:47.067522526,0
P006658,DepositAndGet,2023-04-23 16:48:03.080060005,0
P000522,Mission,2023-12-25 06:07:26.133909464,0
P004675,Cashback,2023-06-04 21:32:20.098660231,1
P006691,DepositAndGet,2023-07-29 21:58:56.348143339,0
P009820,Cashback,2023-01-18 00:47:08.355792761,0
P009480,DepositAndGet,2023-02-16 20:02:34.499016285,0
P004400,AccaInsurance,2023-01-18 22:54:27.925194502,0
P006596,AccaInsurance,2023-04-28 18:46:08.660686731,0
P000817,Cashback,2023-07-04 06:48:51.047332525,0
P003177,AccaInsurance,2023-05-25 23:49:34.472094536,0
P000713,ReAcquisition,2023-06-13 17:53:43.613922358,0
P008540,Cashback,2023-06-15 09:18:51.920795679,0
P008457,DepositAndGet,2023-01-10 02:26:43.408952475,0
P002546,Activation,2023-07-30 05:09:43.917021275,0
P009369,DepositAndGet,2023-02-08 11:57:15.806782246,0
P003193,AccaInsurance,2023-01-28 20:23:31.753225088,0
P006099,AccaInsurance,2023-09-02 11:59:52.481214285,0
P009104,ReAcquisition,2023-03-28 12:56:58.585556030,0
P008180,ReAcquisition,2023-06-18 13:53:47.038718939,0
P009025,DepositAndGet,2023-01-23 02:26:27.956575394,1
P006242,DepositAndGet,2023-05-19 17:57:32.702322721,0
P000942,AccaInsurance,2023-02-26 14:40:58.418810844,0
P002429,ReloadBonus,2023-06-08 18:36:45.640099525,0
P007129,AccaInsurance,2023-10-04 13:50:13.107837915,0
P003444,Mission,2023-10-18 04:47:49.946061850,1
P000326,Activation,2023-01-08 13:07:06.730613470,0
P007379,Mission,2023-02-28 22:45:02.939830542,0
P001758,ReloadBonus,2023-09-09 09:46:20.658901691,0
P003378,DepositAndGet,2023-06-19 11:54:07.517144917,0
P001845,Activation,2023-03-21 16:57:37.073575974,0
P003697,Activation,2023-06-23 10:43:12.422075987,0
P007851,ReloadBonus,2023-10-02 21:01:31.550642967,0
P005125,ReloadBonus,2023-08-23 13:31:59.882429838,0
P001717,ReAcquisition,2023-05-17 05:54:06.626092911,0
P002155,Mission,2023-05-24 19:28:56.390826225,0
P005477,Cashback,2023-07-30 06:01:06.266116142,0
P005226,Activation,2023-05-22 03:47:11.797535419,0
P002821,ReloadBonus,2023-10-16 05:15:36.286430359,0
P000378,Activation,2023-12-06 16:01:26.964745522,0
P009740,ReloadBonus,2023-01-17 18:12:38.338548422,0
P007805,Activation,2023-12-14 06:44:59.585386038,0
P008236,Activation,2023-03-12 01:06:50.226583481,0
P008110,ReloadBonus,2023-09-15 07:26:14.383106947,0
P000471,AccaInsurance,2023-02-08 06:58:08.889560461,0
P006374,AccaInsurance,2023-12-18 19:47:22.274133682,0
P008506,AccaInsurance,2023-08-11 07:03:41.399010181,0
P009372,Mission,2023-02-11 11:54:44.181694031,0
P003883,ReAcquisition,2023-06-24 23:50:10.595389128,0
P009923,DepositAndGet,2023-06-11 18:54:25.117948055,0
P006762,AccaInsurance,2023-05-06 13:07:14.424734831,0
P002971,Mission,2023-03-01 02:28:37.690753460,0
P009272,Cashback,2023-05-17 09:04:44.693798304,0
P004001,Cashback,2023-04-25 12:48:11.326424599,0
P006866,ReAcquisition,2023-09-04 17:07:21.731082678,0
P000083,Mission,2023-01-11 14:33:54.132853746,0
P006188,DepositAndGet,2023-04-12 23:52:31.255068779,0
P007904,AccaInsurance,2023-08-19 11:31:23.621830702,0
P009711,Activation,2023-10-04 15:44:40.279039383,0
P000499,Mission,2023-03-25 21:43:08.099405289,0
P002082,DepositAndGet,2023-11-20 14:16:25.452122450,0
P005639,Mission,2023-02-02 05:26:32.905549526,0
P005475,ReloadBonus,2023-06-12 05:45:31.891494274,0
P001568,Cashback,2023-05-03 02:04:59.345087528,0
P001880,DepositAndGet,2023-08-23 07:29:36.858966589,0
P004738,Activation,2023-04-13 14:29:49.828984499,0
P001501,Activation,2023-01-18 15:42:51.845526457,0
P009748,Mission,2023-03-06 03:23:55.967400312,0
P008775,AccaInsurance,2023-11-19 22:56:46.288233519,0
P002707,DepositAndGet,2023-02-12 10:41:42.051362276,0
P007774,Activation,2023-01-17 20:39:45.918217182,0
P002246,ReAcquisition,2023-12-26 08:20:30.560555696,0
P007143,Mission,2023-10-08 20:00:21.810621023,0
P002083,Mission,2023-03-26 18:51:23.662371397,0
P001213,AccaInsurance,2023-02-20 11:25:38.126903057,0
P007863,DepositAndGet,2023-07-24 09:16:56.081146240,0
P009052,Mission,2023-08-14 08:51:27.587623358,0
P001391,AccaInsurance,2023-06-04 06:35:16.404094696,0
P001886,Mission,2023-11-20 21:41:13.467434406,0
P004493,Activation,2023-08-15 22:16:29.112542152,1
P002439,Mission,2023-10-14 08:33:58.024274588,0
P001534,Activation,2023-06-27 09:59:06.401506424,0
P007971,Cashback,2023-07-29 08:58:29.806444168,0
P005137,Activation,2023-07-07 22:01:23.323727846,0
P007285,Mission,2023-02-23 00:31:44.502247572,0
P003331,ReAcquisition,2023-04-02 23:42:23.557747602,1
P007035,Mission,2023-02-24 16:27:49.930752039,0
P008517,Activation,2023-05-10 03:22:54.168426991,0
P007801,Mission,2023-10-15 00:45:07.428272247,0
P008498,Activation,2023-03-04 23:19:22.171627998,0
P009328,DepositAndGet,2023-03-09 06:44:10.527086258,0
P008955,ReAcquisition,2023-02-23 21:32:53.676679611,0
P007727,Cashback,2023-02-01 06:06:52.201925755,0
P005261,DepositAndGet,2023-07-28 22:15:41.165105104,0
P009844,Activation,2023-06-29 22:01:58.444293261,0
P001762,DepositAndGet,2023-12-24 22:42:27.973242521,0
P000771,Cashback,2023-11-29 09:47:27.675523043,0
P009718,Cashback,2023-02-09 18:55:23.298891306,0
P003216,ReAcquisition,2023-12-20 22:11:29.073627472,0
P005747,Cashback,2023-07-22 06:34:12.044072866,0
P007320,ReloadBonus,2023-09-20 23:56:36.676650047,0
P002253,Mission,2023-03-11 10:55:21.897908449,0
P005110,DepositAndGet,2023-06-21 11:43:46.526921034,0
P006396,DepositAndGet,2023-12-25 16:58:42.068414688,0
P008736,Mission,2023-05-17 21:51:38.937983036,0
P002798,DepositAndGet,2023-04-15 01:14:26.945291996,0
P005255,Cashback,2023-12-12 13:18:01.219386578,0
P004443,DepositAndGet,2023-10-07 04:29:52.164813757,0
P008874,ReAcquisition,2023-03-13 18:46:36.902330160,0
P004036,DepositAndGet,2023-04-29 18:06:45.546137571,0
P008582,Cashback,2023-08-05 09:47:52.857043743,0
P006339,ReAcquisition,2023-03-23 15:00:07.846397877,0
P000780,AccaInsurance,2023-06-15 09:41:30.435354471,0
P005453,Mission,2023-03-01 00:52:41.835352421,0
P008919,DepositAndGet,2023-09-27 14:57:52.748194218,1
P008007,ReAcquisition,2023-01-07 02:50:51.674775362,0
P004541,Activation,2023-05-29 14:29:57.963010311,1
P005143,ReAcquisition,2023-11-24 20:03:16.620172977,0
P002835,Activation,2023-06-08 02:44:48.000960350,0
P006659,DepositAndGet,2023-12-16 12:07:20.939526796,0
P001993,ReloadBonus,2023-06-07 09:13:35.057990551,0
P007755,DepositAndGet,2023-03-15 15:17:55.206941128,0
P009666,Cashback,2023-09-14 13:03:29.000902176,0
P003512,AccaInsurance,2023-04-13 01:56:30.502460718,0
P005095,Activation,2023-07-04 20:31:39.021059990,0
P006448,DepositAndGet,2023-06-11 20:48:39.699154615,0
P003296,AccaInsurance,2023-06-16 02:53:04.864510536,0
P006145,Activation,2023-07-24 03:39:44.325028419,0
P005134,AccaInsurance,2023-09-18 12:30:54.775120258,0
P000139,DepositAndGet,2023-05-01 12:25:14.229671001,0
P006523,ReAcquisition,2023-12-02 21:07:29.963606119,0
P008961,ReloadBonus,2023-02-06 14:23:31.510337353,0
P002344,ReloadBonus,2023-12-11 03:50:47.843163729,0
P004718,DepositAndGet,2023-08-29 06:43:36.505805731,1
P006330,Activation,2023-01-09 06:01:47.667658091,0
P006516,Activation,2023-01-31 10:15:59.234167576,0
P005147,Mission,2023-01-12 08:49:34.753380537,0
P001223,ReloadBonus,2023-11-08 06:22:40.914160967,0
P001255,Mission,2023-01-12 00:36:06.839162350,0
P007002,ReAcquisition,2023-12-16 09:24:16.273272514,0
P007808,DepositAndGet,2023-10-08 12:04:31.672803640,0
P004035,Cashback,2023-08-04 03:38:15.806891680,0
P002033,AccaInsurance,2023-07-22 04:30:22.062733412,0
P007466,Cashback,2023-07-29 08:02:15.972051859,0
P001764,Mission,2023-11-21 06:47:26.602192879,0
P000305,DepositAndGet,2023-07-23 16:04:12.438628197,0
P002734,ReloadBonus,2023-04-14 02:09:46.370962620,0
P000358,ReloadBonus,2023-12-30 23:41:39.157829285,0
P001663,AccaInsurance,2023-12-07 13:06:54.788604498,0
P009077,ReAcquisition,2023-03-25 01:32:42.777244329,0
P000603,ReloadBonus,2023-01-22 06:24:11.528287888,0
P008543,ReloadBonus,2023-03-10 06:16:31.830986500,0
P006544,DepositAndGet,2023-03-28 17:47:44.895395041,0
P003305,ReloadBonus,2023-08-23 17:01:31.491020679,0
P001743,AccaInsurance,2023-04-10 23:14:58.775002480,0
P004777,AccaInsurance,2023-09-02 11:01:44.374844313,0
P003054,Cashback,2023-02-23 01:59:49.842482328,0
P002810,ReloadBonus,2023-10-15 11:33:27.886483669,0
P001482,ReloadBonus,2023-10-17 02:38:57.373696327,0
P008039,AccaInsurance,2023-11-02 07:55:16.415107250,0
P009407,Mission,2023-09-11 13:38:28.994293213,0
P005919,Mission,2023-06-30 23:08:23.622789621,0
P008671,AccaInsurance,2023-10-07 21:43:52.151385546,0
P007765,AccaInsurance,2023-08-26 21:44:26.428465605,0
P005691,Cashback,2023-10-10 13:28:19.982164860,0
P004207,Mission,2023-01-03 23:54:53.029446363,0
P003399,AccaInsurance,2023-01-17 10:52:58.751996040,0
P002283,ReAcquisition,2023-01-11 17:05:32.933075428,0
P001243,Activation,2023-10-27 14:24:44.489246130,0
P000568,ReloadBonus,2023-01-05 04:25:02.682269812,0
P008366,AccaInsurance,2023-11-08 21:51:59.302656651,0
P004390,DepositAndGet,2023-10-28 04:15:07.417616129,0
P006027,ReloadBonus,2023-10-14 06:24:16.007338524,0
P006700,Cashback,2023-09-26 07:47:02.001207352,0
P006679,Activation,2023-02-28 18:41:31.660251856,0
P008618,ReloadBonus,2023-03-25 03:24:25.926577330,0
P007318,Cashback,2023-12-14 14:11:47.668696404,0
P001151,ReAcquisition,2023-05-20 06:55:26.048221350,0
P007519,ReAcquisition,2023-09-15 09:55:03.348210812,0
P008551,AccaInsurance,2023-07-08 03:28:07.479555130,1
P008994,Cashback,2023-04-25 07:13:07.091382265,1
P006180,DepositAndGet,2023-12-13 17:54:10.669222116,0
P003313,ReAcquisition,2023-10-08 20:34:54.316312313,1
P008731,ReAcquisition,2023-12-14 10:05:27.721479177,0
P009284,ReAcquisition,2023-11-24 02:41:14.758012533,0
P004971,AccaInsurance,2023-07-22 08:16:32.573510885,0
P006155,Mission,2023-08-07 23:13:59.718138218,0
P005092,DepositAndGet,2023-03-14 23:02:45.379865646,0
P005655,Activation,2023-01-29 07:19:57.676206112,0
P005572,Mission,2023-03-13 23:57:33.067089557,0
P001388,ReAcquisition,2023-08-26 17:14:47.956585646,0
P009414,Mission,2023-11-04 01:46:16.439103603,0
P009889,ReloadBonus,2023-06-06 11:42:33.301551819,0
P008944,AccaInsurance,2023-04-11 14:27:55.815148354,0
P008333,Mission,2023-06-12 08:40:59.598079443,0
P006484,DepositAndGet,2023-03-22 17:04:04.313846350,0
P008232,ReloadBonus,2023-01-25 05:41:58.359809399,0
P008282,ReAcquisition,2023-10-10 15:33:01.230337381,0
P001229,AccaInsurance,2023-06-07 10:03:32.833320856,0
P005558,ReAcquisition,2023-03-28 03:49:46.196073532,0
P002486,Mission,2023-08-09 18:41:30.636504889,0
P008329,Mission,2023-03-08 01:00:59.525594950,0
P005899,ReloadBonus,2023-05-27 05:42:30.278826475,0
P005648,Activation,2023-02-08 09:37:12.056440115,0
P000378,Mission,2023-05-19 06:05:13.024565220,0
P005466,Cashback,2023-04-19 13:05:41.816047668,1
P003411,DepositAndGet,2023-11-12 23:16:20.934873343,0
P000484,Cashback,2023-11-19 01:50:08.604938507,0
P008645,AccaInsurance,2023-12-27 22:29:44.923166037,0
P004782,ReloadBonus,2023-04-17 05:24:37.889269590,0
P000019,Activation,2023-12-07 14:56:03.426617622,0
P008134,ReloadBonus,2023-07-22 18:13:18.782492638,0
P009463,Cashback,2023-06-04 22:29:28.825278759,1
P006416,ReAcquisition,2023-07-09 12:34:20.442018509,0
P004703,Mission,2023-04-12 05:24:30.657997608,0
P001930,AccaInsurance,2023-08-05 17:43:10.716595173,0
P001373,AccaInsurance,2023-07-25 09:54:49.431859255,0
P000872,Activation,2023-06-21 07:30:08.721843958,0
P007012,Mission,2023-09-25 15:32:22.348040581,0
P004172,ReloadBonus,2023-08-02 19:31:47.640330076,0
P005084,AccaInsurance,2023-03-20 18:17:37.396545887,0
