player_id,country,currency,value_segment,age_group,gender,region,latent_propensity
P000128,KE,KSh,Core,35-44,M,Nakuru,0.39523770020731674
P000129,KE,KSh,Casual,45-54,F,Nakuru,0.3163714232275669
P000130,KE,KSh,Core,45-54,F,Kisumu,0.12071743715455978
P000131,KE,KSh,Casual,35-44,M,Nakuru,0.22868489569007344
P000132,KE,KSh,Casual,55+,M,Nairobi,0.17991092581297766
P000133,KE,KSh,Core,35-44,M,Kisumu,0.5384710724280809
P000134,KE,KSh,Core,25-34,M,Nairobi,0.11470880233752334
P000135,KE,KSh,Casual,35-44,M,Nairobi,0.10795903067880785
P000136,KE,KSh,HighRoller,55+,M,Nairobi,0.14125792435265414
P000137,KE,KSh,Core,18-24,M,Nakuru,0.6950326149258592
P000138,KE,KSh,Casual,35-44,M,Mombasa,0.18924821430545777
P000139,KE,KSh,Casual,25-34,M,Mombasa,0.09409342086695982
P000140,KE,KSh,Core,18-24,M,Nairobi,0.18984013532627084
P000141,KE,KSh,HighRoller,25-34,M,Nakuru,0.4787047730985787
P000142,KE,KSh,HighRoller,18-24,F,Mombasa,0.4046094925688079
P000143,KE,KSh,HighRoller,25-34,M,Mombasa,0.22262649068493726
P000144,KE,KSh,Casual,25-34,M,Mombasa,0.3305212361145023
P000145,KE,KSh,VIP,18-24,M,Mombasa,0.28632613901263215
P000146,KE,KSh,HighRoller,45-54,M,Nairobi,0.0322692045292359
P000147,KE,KSh,Core,35-44,M,Kisumu,0.29347292996681673
P000148,KE,KSh,Core,35-44,F,Nairobi,0.3312257110224885
P000149,KE,KSh,Casual,25-34,F,Nairobi,0.25253753967152726
P000150,KE,KSh,Casual,35-44,M,Nakuru,0.036004330157607484
P000151,KE,KSh,Core,25-34,M,Mombasa,0.4085677146093324
P000152,KE,KSh,Core,25-34,F,Mombasa,0.050947603990965026
P000153,KE,KSh,Casual,25-34,M,Nakuru,0.6089267817308603
P000154,KE,KSh,HighRoller,18-24,F,Kisumu,0.20047466281129245
P000155,KE,KSh,Core,25-34,F,Nairobi,0.24034906769802958
P000156,KE,KSh,Core,35-44,M,Nairobi,0.28487759268213314
P000157,KE,KSh,Casual,25-34,M,Mombasa,0.7040372349402343
P000158,KE,KSh,Casual,25-34,M,Kisumu,0.13331229683231843
P000159,KE,KSh,HighRoller,35-44,M,Mombasa,0.46633394871403594
P000160,KE,KSh,Casual,45-54,M,Nairobi,0.1692491736979906
P000161,KE,KSh,HighRoller,18-24,M,Kisumu,0.21534956126857252
P000162,KE,KSh,HighRoller,25-34,M,Mombasa,0.08393962001079422
P000163,KE,KSh,Core,25-34,M,Nakuru,0.6342263819518159
P000164,KE,KSh,Casual,18-24,M,Kisumu,0.21646497109055984
P000165,KE,KSh,HighRoller,25-34,F,Kisumu,0.44239971316369037
P000166,KE,KSh,Casual,45-54,M,Mombasa,0.24782913513959912
P000167,KE,KSh,Casual,25-34,M,Nakuru,0.2968465785650756
P000168,KE,KSh,Core,55+,M,Mombasa,0.4977652066497151
P000169,KE,KSh,HighRoller,35-44,M,Kisumu,0.48719196213760424
P000170,KE,KSh,Casual,18-24,F,Nakuru,0.7183447109791236
P000171,KE,KSh,HighRoller,25-34,F,Kisumu,0.043109040596072
P000172,KE,KSh,Core,18-24,M,Nairobi,0.1021126375963684
P000173,KE,KSh,Core,25-34,M,Mombasa,0.519668857624243
P000174,KE,KSh,Core,35-44,M,Kisumu,0.4283202073602086
P000175,KE,KSh,HighRoller,25-34,M,Nakuru,0.48628520094360056
P000176,KE,KSh,Casual,45-54,M,Nakuru,0.12324207392880308
P000177,KE,KSh,Casual,35-44,M,Nairobi,0.2851352026901165
P000178,KE,KSh,Casual,25-34,M,Mombasa,0.1357104118463479
P000179,KE,KSh,Casual,25-34,M,Mombasa,0.21184194759573094
P000180,KE,KSh,HighRoller,18-24,M,Mombasa,0.03961045530647117
P000181,KE,KSh,Casual,25-34,M,Mombasa,0.0552526709038357
P000182,KE,KSh,Casual,35-44,M,Mombasa,0.09512388890267467
P000183,KE,KSh,Core,55+,M,Kisumu,0.26964048757783865
P000184,KE,KSh,HighRoller,18-24,F,Mombasa,0.5343114302203902
P000185,KE,KSh,Casual,25-34,F,Nakuru,0.4084581043014314
P000186,KE,KSh,HighRoller,45-54,M,Kisumu,0.35401204714094275
P000187,KE,KSh,HighRoller,18-24,M,Mombasa,0.1353570617579634
P000188,KE,KSh,Casual,45-54,M,Mombasa,0.286693959143424
P000189,KE,KSh,Core,18-24,M,Kisumu,0.7524382168311167
P000190,KE,KSh,Casual,25-34,M,Nairobi,0.23325728320457376
P000191,KE,KSh,Casual,25-34,M,Nakuru,0.27418049406524114
P000192,KE,KSh,Casual,18-24,M,Kisumu,0.6362156158605713
P000193,KE,KSh,Casual,18-24,M,Nairobi,0.3899850478345061
P000194,KE,KSh,VIP,18-24,M,Mombasa,0.6108362825424133
P000195,KE,KSh,Casual,25-34,M,Kisumu,0.5083540262306925
P000196,KE,KSh,Core,25-34,M,Nairobi,0.034691384482411866
P000197,KE,KSh,Core,18-24,M,Nairobi,0.17888702001003717
P000198,KE,KSh,Core,25-34,M,Nakuru,0.17493173017709682
P000199,KE,KSh,VIP,25-34,M,Nairobi,0.37618680512302394
P000200,KE,KSh,Casual,35-44,F,Nakuru,0.3846976442295765
P000201,KE,KSh,Core,25-34,M,Mombasa,0.17130867520616472
P000202,KE,KSh,Casual,55+,F,Mombasa,0.3698299689545281
P000203,KE,KSh,Core,35-44,M,Kisumu,0.05169274010844306
P000204,KE,KSh,Core,55+,F,Kisumu,0.5141340858609312
P000205,KE,KSh,VIP,25-34,M,Nairobi,0.2793957530998786
P000206,KE,KSh,HighRoller,25-34,F,Nakuru,0.08073963163717146
P000207,KE,KSh,VIP,18-24,M,Nakuru,0.4230078591769143
P000208,KE,KSh,Casual,25-34,M,Kisumu,0.4756799066514796
P000209,KE,KSh,Casual,25-34,M,Mombasa,0.14022983824008584
P000210,KE,KSh,VIP,35-44,M,Mombasa,0.4233072447284805
P000211,KE,KSh,Core,45-54,M,Nakuru,0.19283061907852822
P000212,KE,KSh,Core,18-24,M,Kisumu,0.2942038418863488
P000213,KE,KSh,Core,25-34,F,Kisumu,0.2921797280552563
P000214,KE,KSh,Core,25-34,M,Nairobi,0.23369795484586045
P000215,KE,KSh,Casual,18-24,M,Mombasa,0.635670415960628
P000216,KE,KSh,Casual,35-44,M,Mombasa,0.34207401852833136
P000217,KE,KSh,HighRoller,45-54,M,Nakuru,0.10146748819390608
P000218,KE,KSh,Core,25-34,F,Mombasa,0.0865417985222983
P000219,KE,KSh,Casual,25-34,M,Nakuru,0.212559588443624
P000220,KE,KSh,Casual,25-34,M,Mombasa,0.36807973170940894
P000221,KE,KSh,Casual,18-24,M,Nairobi,0.27610266550760737
P000222,KE,KSh,VIP,35-44,M,Kisumu,0.47817681926226885
P000223,KE,KSh,HighRoller,55+,F,Nakuru,0.16785738546589224
P000224,KE,KSh,Core,35-44,F,Nairobi,0.42377140722455864
P000225,KE,KSh,Casual,25-34,M,Nairobi,0.7178147658516522
P000226,KE,KSh,Casual,18-24,F,Nakuru,0.3275757609066244
P000227,KE,KSh,Core,18-24,M,Nairobi,0.3213042266662303
P000228,KE,KSh,Core,25-34,F,Nairobi,0.15957209165038005
P000229,KE,KSh,Core,25-34,M,Kisumu,0.10894922040621634
P000230,KE,KSh,Core,35-44,M,Kisumu,0.11160109836095522
P000231,KE,KSh,Casual,25-34,M,Nakuru,0.2378710203548035
P000232,KE,KSh,Core,18-24,M,Nairobi,0.06795081162784034
P000233,KE,KSh,HighRoller,25-34,F,Mombasa,0.07681025366527294
P000234,KE,KSh,Casual,45-54,F,Nakuru,0.3234200942166721
P000235,KE,KSh,Core,55+,M,Kisumu,0.2867551101760053
P000236,KE,KSh,Casual,35-44,M,Nairobi,0.28978238009836543
P000237,KE,KSh,Casual,35-44,M,Nakuru,0.5473514269068288
P000238,KE,KSh,Core,25-34,M,Nakuru,0.04229655578270509
P000239,KE,KSh,Casual,45-54,F,Nakuru,0.38896870347267526
P000240,KE,KSh,VIP,25-34,M,Kisumu,0.27597657919288093
P000241,KE,KSh,Casual,25-34,M,Nairobi,0.09395913301674544
P000242,KE,KSh,Casual,25-34,M,Nakuru,0.1406300989085087
P000243,KE,KSh,Core,45-54,M,Nairobi,0.5605255146172157
P000244,KE,KSh,Core,45-54,F,Nairobi,0.7062213154491784
P000245,KE,KSh,Casual,35-44,F,Nairobi,0.3066002065922901
P000246,KE,KSh,Casual,25-34,M,Nairobi,0.14735060424546406
P000247,KE,KSh,VIP,25-34,M,Nakuru,0.07180935681650885
P000248,KE,KSh,Casual,25-34,M,Nakuru,0.6698980844650428
P000249,KE,KSh,Casual,45-54,F,Mombasa,0.09738601816951792
P000250,KE,KSh,Core,55+,M,Mombasa,0.552033364175881
P000251,KE,KSh,Casual,25-34,M,Nakuru,0.17064119228562719
P000252,KE,KSh,Core,45-54,M,Kisumu,0.2511631353659359
P000253,KE,KSh,Core,25-34,M,Kisumu,0.3100650570850895
P000254,KE,KSh,Core,55+,M,Nairobi,0.3666163756193925
P000255,KE,KSh,Casual,25-34,M,Mombasa,0.5069070629577399
P000256,KE,KSh,Casual,25-34,F,Mombasa,0.2758673292200387
P000257,KE,KSh,Casual,25-34,M,Mombasa,0.3728511089520146
P000258,KE,KSh,Core,25-34,M,Nakuru,0.0926404173399617
P000259,KE,KSh,Casual,25-34,M,Nakuru,0.1360716875244219
P000260,KE,KSh,Casual,25-34,M,Nakuru,0.38461266100294544
P000261,KE,KSh,HighRoller,45-54,M,Nairobi,0.06874562114395187
P000262,KE,KSh,Core,35-44,M,Kisumu,0.4487396201091214
P000263,KE,KSh,HighRoller,25-34,F,Nairobi,0.23667486475314858
P000264,KE,KSh,Core,25-34,M,Kisumu,0.2558631395144909
P000265,KE,KSh,Casual,25-34,M,Nakuru,0.254466023786599
P000266,KE,KSh,Casual,18-24,M,Mombasa,0.18663588495933534
P000267,KE,KSh,HighRoller,45-54,M,Nakuru,0.15508352274459344
P000268,KE,KSh,Casual,25-34,M,Kisumu,0.23270848582888715
P000269,KE,KSh,Casual,18-24,M,Kisumu,0.13162708971483394
P000270,KE,KSh,Core,35-44,M,Nairobi,0.25928406611862553
P000271,KE,KSh,Casual,18-24,M,Mombasa,0.1861858939202015
P000272,KE,KSh,Casual,18-24,F,Nairobi,0.09635452736282214
P000273,KE,KSh,Casual,25-34,M,Mombasa,0.4085456592408112
P000274,KE,KSh,VIP,45-54,F,Nakuru,0.22650513585838722
P000275,KE,KSh,HighRoller,35-44,F,Mombasa,0.17002529464338406
P000276,KE,KSh,Casual,25-34,M,Nakuru,0.27019377944626954
P000277,KE,KSh,HighRoller,35-44,M,Nakuru,0.19243481961803
P000278,KE,KSh,Casual,55+,F,Nairobi,0.2768751505031231
P000279,KE,KSh,Casual,45-54,M,Kisumu,0.21640569286509118
P000280,KE,KSh,Casual,45-54,F,Mombasa,0.3666780426926066
P000281,KE,KSh,Casual,25-34,M,Nairobi,0.057982438372576724
P000282,KE,KSh,Casual,45-54,F,Nairobi,0.45349665011949675
P000283,KE,KSh,HighRoller,35-44,M,Nakuru,0.08135107874980088
P000284,KE,KSh,Casual,18-24,M,Nakuru,0.4091345673287626
P000285,KE,KSh,Core,18-24,M,Mombasa,0.435744697978087
P000286,KE,KSh,HighRoller,45-54,M,Kisumu,0.43469076268388895
P000287,KE,KSh,Core,18-24,M,Nakuru,0.22235509950169152
P000288,KE,KSh,Core,45-54,M,Kisumu,0.3108449924550405
P000289,KE,KSh,Core,25-34,M,Nairobi,0.22343521331285907
P000290,KE,KSh,VIP,55+,M,Nairobi,0.5802922924942437
P000291,KE,KSh,Core,25-34,M,Mombasa,0.10105618833607687
P000292,KE,KSh,Core,45-54,M,Nakuru,0.22957559833699087
P000293,KE,KSh,HighRoller,45-54,F,Nakuru,0.04588317860840108
P000294,KE,KSh,Casual,45-54,M,Kisumu,0.11334995627780112
P000295,KE,KSh,Casual,25-34,F,Nakuru,0.1690132035106029
P000296,KE,KSh,VIP,18-24,M,Nairobi,0.1438845687909323
P000297,KE,KSh,Casual,25-34,M,Nakuru,0.5462997166659574
P000298,KE,KSh,Core,45-54,F,Nakuru,0.42904091266595457
P000299,KE,KSh,Core,18-24,F,Mombasa,0.5836108014528244
P000300,KE,KSh,Casual,18-24,F,Nakuru,0.31121386959177744
P000301,KE,KSh,Casual,25-34,M,Kisumu,0.4807494417081941
P000302,KE,KSh,VIP,35-44,M,Mombasa,0.11564939350517224
P000303,KE,KSh,Core,18-24,M,Kisumu,0.13001095709035065
P000304,KE,KSh,HighRoller,25-34,M,Nairobi,0.6104905725483825
P000305,KE,KSh,Casual,55+,M,Nairobi,0.13355109676297447
P000306,KE,KSh,HighRoller,25-34,F,Mombasa,0.2566823949360978
P000307,KE,KSh,Casual,25-34,M,Kisumu,0.14641680527092008
P000308,KE,KSh,Casual,25-34,M,Nakuru,0.37975346623312217
P000309,KE,KSh,HighRoller,35-44,M,Nakuru,0.6346158250562511
P000310,KE,KSh,Core,25-34,F,Nairobi,0.20373411147102058
P000311,KE,KSh,Casual,25-34,M,Kisumu,0.20385789167785096
P000312,KE,KSh,Casual,18-24,F,Kisumu,0.17331069838478533
P000313,KE,KSh,Core,18-24,F,Nakuru,0.3977644185775176
P000314,KE,KSh,Casual,45-54,M,Kisumu,0.3516860969902082
P000315,KE,KSh,Casual,25-34,M,Kisumu,0.20674759299912712
P000316,KE,KSh,Core,18-24,M,Nairobi,0.21169104846697454
P000317,KE,KSh,Core,45-54,M,Mombasa,0.38916941694491464
P000318,KE,KSh,Core,18-24,M,Kisumu,0.11253348118359242
P000319,KE,KSh,Core,25-34,M,Mombasa,0.272046698553559
P000320,KE,KSh,HighRoller,35-44,M,Nakuru,0.28890952309723783
P000321,KE,KSh,Casual,25-34,M,Nakuru,0.31818525346714954
P000322,KE,KSh,Core,18-24,M,Nairobi,0.4207005295430662
P000323,KE,KSh,VIP,25-34,M,Nakuru,0.41999900843209925
P000324,KE,KSh,Casual,25-34,M,Kisumu,0.5557584684441165
P000325,KE,KSh,Core,55+,M,Kisumu,0.19283441930464737
P000326,KE,KSh,Core,18-24,M,Nakuru,0.4043071183387914
P000327,KE,KSh,Casual,25-34,M,Kisumu,0.3114284640898234
P000328,KE,KSh,Core,18-24,M,Nairobi,0.14203098584381355
P000329,KE,KSh,Casual,18-24,M,Mombasa,0.5895222748999307
P000330,KE,KSh,Casual,35-44,M,Nakuru,0.3902517376590089
P000331,KE,KSh,Casual,25-34,M,Nairobi,0.23914871169817647
P000332,KE,KSh,HighRoller,25-34,M,Nairobi,0.17305539254090174
P000333,KE,KSh,Core,45-54,F,Kisumu,0.35613238486972687
P000334,KE,KSh,VIP,18-24,M,Mombasa,0.2633026292113845
P000335,KE,KSh,Casual,25-34,M,Mombasa,0.44005167552476043
P000336,KE,KSh,Core,18-24,M,Nakuru,0.2333430328309518
P000337,KE,KSh,Casual,25-34,F,Mombasa,0.2979500549369822
P000338,KE,KSh,Casual,55+,M,Nairobi,0.4482084481796502
P000339,KE,KSh,Casual,25-34,M,Nairobi,0.36235041125112244
P000340,KE,KSh,Casual,25-34,F,Nairobi,0.23958240768344968
P000341,KE,KSh,Core,35-44,M,Nairobi,0.5622738336728865
P000342,KE,KSh,Casual,25-34,M,Nairobi,0.4729676340894069
P000343,KE,KSh,HighRoller,18-24,M,Nairobi,0.027580705113878713
P000344,KE,KSh,Casual,25-34,M,Nairobi,0.491485593860261
P000345,KE,KSh,Casual,18-24,M,Kisumu,0.3827474858953626
P000346,KE,KSh,Casual,35-44,M,Mombasa,0.042169223321215664
P000347,KE,KSh,HighRoller,25-34,M,Kisumu,0.27927048001973204
P000348,KE,KSh,Core,25-34,M,Nairobi,0.24739155753124975
P000349,KE,KSh,Core,25-34,F,Nairobi,0.04296800559177928
P000350,KE,KSh,Core,25-34,M,Mombasa,0.5152883068430324
P000351,KE,KSh,Core,18-24,M,Kisumu,0.5976553112434636
P000352,KE,KSh,Core,35-44,M,Kisumu,0.37519970329327734
P000353,KE,KSh,Casual,25-34,F,Mombasa,0.3223625934898351
P000354,KE,KSh,Core,45-54,F,Kisumu,0.25454840153927705
P000355,KE,KSh,HighRoller,35-44,M,Nairobi,0.14878959195721966
P000356,KE,KSh,Core,35-44,F,Nakuru,0.28707050795937883
P000357,KE,KSh,Casual,45-54,F,Kisumu,0.33898899875930544
P000358,KE,KSh,Core,25-34,M,Nairobi,0.33680603964214756
P000359,KE,KSh,Casual,18-24,F,Mombasa,0.25823783715119825
P000360,KE,KSh,VIP,35-44,M,Nakuru,0.1540174769669069
P000361,KE,KSh,Casual,35-44,M,Kisumu,0.2862734108967661
P000362,KE,KSh,Core,18-24,M,Kisumu,0.4765495873697125
P000363,KE,KSh,Casual,25-34,M,Kisumu,0.2295973370177511
P000364,KE,KSh,Core,45-54,M,Nakuru,0.06351746471579799
P000365,KE,KSh,HighRoller,18-24,M,Kisumu,0.28171128348387175
P000366,KE,KSh,Casual,18-24,M,Mombasa,0.17802599499690283
P000367,KE,KSh,Casual,18-24,M,Mombasa,0.3453637013209659
P000368,KE,KSh,HighRoller,35-44,M,Nakuru,0.184959302415788
P000369,KE,KSh,HighRoller,35-44,M,Nakuru,0.6227377386428938
P000370,KE,KSh,Core,18-24,F,Nakuru,0.4310503501913999
P000371,KE,KSh,HighRoller,25-34,M,Nakuru,0.3042933253972322
P000372,KE,KSh,Core,35-44,F,Mombasa,0.1908990184951597
P000373,KE,KSh,Casual,18-24,M,Kisumu,0.35690187714876503
P000374,KE,KSh,HighRoller,35-44,M,Kisumu,0.06265427459556218
P000375,KE,KSh,Core,25-34,M,Kisumu,0.27538735148108373
P000376,KE,KSh,Core,25-34,M,Kisumu,0.15162499883542283
P000377,KE,KSh,Casual,25-34,M,Kisumu,0.17186632384396403
P000378,KE,KSh,Core,55+,M,Kisumu,0.46713809885121216
P000379,KE,KSh,HighRoller,45-54,F,Kisumu,0.3235873523059197
P000380,KE,KSh,Casual,25-34,F,Nairobi,0.41454685408199815
P000381,KE,KSh,Casual,45-54,M,Nairobi,0.2427924963165431
P000382,KE,KSh,Core,25-34,M,Nakuru,0.04997105766674968
P000383,KE,KSh,Casual,25-34,M,Kisumu,0.22645893875787046
P000384,KE,KSh,Casual,25-34,M,Nakuru,0.4262941732224354
P000385,KE,KSh,Casual,45-54,M,Nairobi,0.2097241767658347
P000386,KE,KSh,Casual,35-44,M,Mombasa,0.059468308392011275
P000387,KE,KSh,Casual,35-44,M,Mombasa,0.4001465555167085
